,Заказ наряд,Дата,Цена,ТС,Гос номер
564,"Заказ-наряд №: 3428 от 22.02.2022, ТС: Volkswagen Tiguan гос. номер: У657СВ72",2022-02-22,1000,Volkswagen Tiguan,У657СВ72
565,"Заказ-наряд №: 3429 от 22.02.2022, ТС: Mercedes-Benz МL 350 CDI гос. номер:С236НО72",2022-02-22,1000,Mercedes-Benz МL 350 CDI,236НО72
566,"Заказ-наряд №: 3430 от 24.02.2022, ТС: ВАЗ Приора гос. номер: У960ЕС 72",2022-02-24,3000,ВАЗ Приора,У960ЕС 72
567,"Заказ-наряд №: 3431 от 22.02.2022, ТС: LADA VESTA гос. номер: М706ЕН797",2022-02-22,100,LADA VESTA,М706ЕН797
568,"Заказ-наряд №: 3433 от 22.02.2022, ТС: Lifan 113300 гос. номер: К818РМ186",2022-02-22,3450,Lifan 113300,К818РМ186
569,"Заказ-наряд №: 3434 от 26.02.2022, ТС: Lexus RX330 гос. номер: С655ОР72",2022-02-26,2500,Lexus RX330,С655ОР72
570,"Заказ-наряд №: 3435 от 22.02.2022, ТС: Nissan Almera гос. номер: С786МР72",2022-02-22,1000,Nissan Almera,С786МР72
571,"Заказ-наряд №: 3436 от 22.02.2022, ТС: Hyundai Grandeur гос. номер: Х524КС96",2022-02-22,1000,Hyundai Grandeur,Х524КС96
572,"Заказ-наряд №: 3439 от 22.02.2022, ТС: ВАЗ 2112 гос. номер: А254УХ196",2022-02-22,1000,ВАЗ 2112,А254УХ196
573,"Заказ-наряд №: 3442 от 22.02.2022, ТС: Cadillac ESCALADE гос. номер: т454не72",2022-02-22,1500,Cadillac ESCALADE,т454не72
574,"Заказ-наряд №: 3450 от 23.02.2022, ТС: Opel Astra гос. номер: С169РА89",2022-02-23,1000,Opel Astra,С169РА89
575,"Заказ-наряд №: 3455 от 23.02.2022, ТС: Audi Q5 гос. номер: С909ХХ72",2022-02-23,1000,Audi Q5,С909ХХ72
576,"Заказ-наряд №: 3456 от 23.02.2022, ТС: ВАЗ Ларгус гос. номер: М210ХН76",2022-02-23,2000,ВАЗ Ларгус,М210ХН76
577,"Заказ-наряд №: 3479 от 02.03.2022, ТС: Toyota LАND СRUISЕR 200 гос. номер:В876ТУ89",2022-03-02,1000,Toyota LАND СRUISЕR 200,876ТУ89
578,"Заказ-наряд №: 3482 от 26.02.2022, ТС: ГАЗ 27471 гос. номер: Р521МК196",2022-02-26,1500,ГАЗ 27471,Р521МК196
579,"Заказ-наряд №: 3484 от 26.02.2022, ТС: Suzuki SX4 гос. номер: Р131НТ 72",2022-02-26,1000,Suzuki SX4,Р131НТ 72
580,"Заказ-наряд №: 3485 от 26.02.2022, ТС: Lexus LS460 L гос. номер: Р267УУ72",2022-02-26,1000,Lexus LS460 L,Р267УУ72
581,"Заказ-наряд №: 3492 от 26.02.2022, ТС: BMW  3251А гос. номер: Н434ЕВ72",2022-02-26,1700,BMW  3251А,Н434ЕВ72
582,"Заказ-наряд №: 3494 от 27.02.2022, ТС: JAGUAR XF (седан) гос. номер: Т568РР72",2022-02-27,1000,JAGUAR XF (седан),Т568РР72
583,"Заказ-наряд №: 3495 от 27.02.2022, ТС: Chevrolet КL1J СRUZЕ гос. номер:А049ОМ89",2022-02-27,1000,Chevrolet КL1J СRUZЕ,049ОМ89
584,"Заказ-наряд №: 3498 от 27.02.2022, ТС: Toyota Camry гос. номер: Е837МО45",2022-02-27,1000,Toyota Camry,Е837МО45
585,"Заказ-наряд №: 3499 от 27.02.2022, ТС: Lifan 113300 гос. номер: К818РМ186",2022-02-27,3500,Lifan 113300,К818РМ186
586,"Заказ-наряд №: 3500 от 27.02.2022, ТС: ВАЗ 21099 гос. номер: А759ОЕ72",2022-02-27,1000,ВАЗ 21099,А759ОЕ72
587,"Заказ-наряд №: 3514 от 02.03.2022, ТС: LADA VESTA гос. номер: Т092ЕР797",2022-03-02,1000,LADA VESTA,Т092ЕР797
588,"Заказ-наряд №: 3520 от 01.03.2022, ТС: Toyota Corolla гос. номер: Т401КТ45",2022-03-01,1000,Toyota Corolla,Т401КТ45
589,"Заказ-наряд №: 3521 от 01.03.2022, ТС: Nissan Murano гос. номер: О248ТВ72",2022-03-01,500,Nissan Murano,О248ТВ72
590,"Заказ-наряд №: 3523 от 01.03.2022, ТС: Lexus RX330 гос. номер: С655ОР72",2022-03-01,2000,Lexus RX330,С655ОР72
591,"Заказ-наряд №: 3524 от 01.03.2022, ТС: Honda Accord гос. номер: О444ЕР72",2022-03-01,4000,Honda Accord,О444ЕР72
592,"Заказ-наряд №: 3527 от 01.03.2022, ТС: Lexus GS300 гос. номер: О898ХА72",2022-03-01,1500,Lexus GS300,О898ХА72
593,"Заказ-наряд №: 3529 от 01.03.2022, ТС: Opel Vectra гос. номер: У028ХН72",2022-03-01,1000,Opel Vectra,У028ХН72
594,"Заказ-наряд №: 3532 от 12.03.2022, ТС: Chevrolet КL1J СRUZЕ гос. номер:А049ОМ89",2022-03-12,4000,Chevrolet КL1J СRUZЕ,049ОМ89
595,"Заказ-наряд №: 3533 от 09.03.2022, ТС: Audi Q5 гос. номер: С909ХХ72",2022-03-09,11000,Audi Q5,С909ХХ72
596,"Заказ-наряд №: 3534 от 03.03.2022, ТС: BMW  X3 XDRIVE 28I гос. номер: У566КО72",2022-03-03,1000,BMW  X3 XDRIVE 28I,У566КО72
597,"Заказ-наряд №: 3535 от 02.03.2022, ТС: Chevrolet Camaro гос. номер: У761КТ72",2022-03-02,1000,Chevrolet Camaro,У761КТ72
598,"Заказ-наряд №: 3546 от 02.03.2022, ТС: Kia Ceed гос. номер: У110КТ72",2022-03-02,1600,Kia Ceed,У110КТ72
599,"Заказ-наряд №: 3551 от 23.03.2022, ТС: Opel Astra гос. номер: У619СВ72",2022-03-23,2000,Opel Astra,У619СВ72
600,"Заказ-наряд №: 3552 от 02.03.2022, ТС: Mazda 6 гос. номер: М400АМ186",2022-03-02,3000,Mazda 6,М400АМ186
601,"Заказ-наряд №: 3569 от 05.03.2022, ТС: Ford Kuga гос. номер: Н185АН 186",2022-03-05,1000,Ford Kuga,Н185АН 186
602,"Заказ-наряд №: 3571 от 04.03.2022, ТС: BMW 5200 гос. номер: С300ВК72",2022-03-04,1000,BMW 5200,С300ВК72
603,"Заказ-наряд №: 3587 от 04.03.2022, ТС: Daewoo Nexia гос. номер: Т797МЕ72",2022-03-04,1000,Daewoo Nexia,Т797МЕ72
604,"Заказ-наряд №: 3594 от 05.03.2022, ТС: Hyundai Solaris гос. номер: О753О744",2022-03-05,2000,Hyundai Solaris,О753О744
605,"Заказ-наряд №: 3596 от 16.09.2022, ТС: Mitsubishi Outlander гос. номер: С673НО72",2022-09-16,1450,Mitsubishi Outlander,С673НО72
606,"Заказ-наряд №: 3598 от 05.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-05,2000,Toyota Hilux Pick Up,777
607,"Заказ-наряд №: 3599 от 10.03.2022, ТС: Mercedes-Benz S-Class гос. номер:У477УМ72",2022-03-10,13000,Mercedes-Benz S-Class,477УМ72
608,"Заказ-наряд №: 3600 от 09.03.2022, ТС: Audi TT гос. номер: А746АТ 186",2022-03-09,7000,Audi TT,А746АТ 186
609,"Заказ-наряд №: 3602 от 07.03.2022, ТС: Ford Focus гос. номер: У542РУ 72",2022-03-07,1500,Ford Focus,У542РУ 72
610,"Заказ-наряд №: 3604 от 06.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-06,1000,Toyota Hilux Pick Up,777
611,"Заказ-наряд №: 3612 от 19.03.2022, ТС: Great wall GREAT WALL CC6460 KM27(H3)гос. номер: Р071ОУ72",2022-03-19,1300,Great wall GREAT WALL CC6460 KM27(H3,Р071ОУ72
612,"Заказ-наряд №: 3622 от 10.03.2022, ТС: ГАЗ GAZ 330252 гос. номер: Р208ТЕ72",2022-03-10,3000,ГАЗ GAZ 330252,Р208ТЕ72
613,"Заказ-наряд №: 3623 от 15.03.2022, ТС: Mitsubishi Pajero Sport гос. номер:Р840РВ72",2022-03-15,1500,Mitsubishi Pajero Sport,840РВ72
614,"Заказ-наряд №: 3625 от 09.03.2022, ТС: ВАЗ Веста гос. номер: Т453ЕР72",2022-03-09,1000,ВАЗ Веста,Т453ЕР72
615,"Заказ-наряд №: 3632 от 09.03.2022, ТС: Cadillac GMX320 гос. номер: С735НЕ 89",2022-03-09,3500,Cadillac GMX320,С735НЕ 89
616,"Заказ-наряд №: 3634 от 09.03.2022, ТС: Mazda 3 гос. номер: О212МН 72",2022-03-09,2000,Mazda 3,О212МН 72
617,"Заказ-наряд №: 3635 от 11.03.2022, ТС: Land Rover RANGE ROVER S гос. номер:У891ХМ72",2022-03-11,1000,Land Rover RANGE ROVER S,891ХМ72
618,"Заказ-наряд №: 3636 от 09.03.2022, ТС: Toyota Corolla гос. номер: Т401КТ45",2022-03-09,500,Toyota Corolla,Т401КТ45
619,"Заказ-наряд №: 3638 от 09.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-09,1000,Toyota Hilux Pick Up,777
620,"Заказ-наряд №: 3659 от 11.03.2022, ТС: Hyundai Solaris гос. номер: С927ХЕ72",2022-03-11,1600,Hyundai Solaris,С927ХЕ72
621,"Заказ-наряд №: 3662 от 11.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-11,500,Toyota Hilux Pick Up,777
622,"Заказ-наряд №: 3663 от 11.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-11,600,Toyota Hilux Pick Up,777
623,"Заказ-наряд №: 3665 от 11.03.2022, ТС: Opel Astra гос. номер: С561НМ89",2022-03-11,2500,Opel Astra,С561НМ89
624,"Заказ-наряд №: 3669 от 11.03.2022, ТС: Mercedes-Benz V-Class гос. номер:Т578ХТ72",2022-03-11,1500,Mercedes-Benz V-Class,578ХТ72
625,"Заказ-наряд №: 3670 от 16.03.2022, ТС: Kia JES SPORTAGE KM KMS гос. номер:Т971ЕА89",2022-03-16,6300,Kia JES SPORTAGE KM KMS,971ЕА89
626,"Заказ-наряд №: 3672 от 11.03.2022, ТС: Infiniti FX37 гос. номер: О359ЕС159",2022-03-11,1000,Infiniti FX37,О359ЕС159
627,"Заказ-наряд №: 3675 от 12.03.2022, ТС: Skoda Rapid гос. номер: В848ХЕ178",2022-03-12,600,Skoda Rapid,В848ХЕ178
628,"Заказ-наряд №: 3679 от 12.03.2022, ТС: Lifan 215800 гос. номер: О199РС 72",2022-03-12,1000,Lifan 215800,О199РС 72
629,"Заказ-наряд №: 3686 от 13.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-13,600,Toyota Hilux Pick Up,777
630,"Заказ-наряд №: 3687 от 13.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-13,1000,Toyota Hilux Pick Up,777
631,"Заказ-наряд №: 3689 от 13.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-13,2000,Toyota Hilux Pick Up,777
632,"Заказ-наряд №: 3693 от 13.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-13,1000,Toyota Hilux Pick Up,777
633,"Заказ-наряд №: 3710 от 15.03.2022, ТС: LADA VESTA гос. номер: М730ЕН797",2022-03-15,1450,LADA VESTA,М730ЕН797
634,"Заказ-наряд №: 3714 от 15.03.2022, ТС: Hyundai Grandeur гос. номер: Т957НА 45",2022-03-15,1000,Hyundai Grandeur,Т957НА 45
635,"Заказ-наряд №: 3715 от 15.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-15,100,Toyota Hilux Pick Up,777
636,"Заказ-наряд №: 3717 от 19.03.2022, ТС: Ford Mondeo гос. номер: Е987МН 70",2022-03-19,4000,Ford Mondeo,Е987МН 70
637,"Заказ-наряд №: 3721 от 17.03.2022, ТС: ВАЗ 232900 гос. номер: О114СХ 72",2022-03-17,2000,ВАЗ 232900,О114СХ 72
638,"Заказ-наряд №: 3725 от 15.03.2022, ТС: Citroen C5 гос. номер: В294ТК89",2022-03-15,2500,Citroen C5,В294ТК89
639,"Заказ-наряд №: 3735 от 16.03.2022, ТС: Renault Logan гос. номер: У581СМ72",2022-03-16,2500,Renault Logan,У581СМ72
640,"Заказ-наряд №: 3737 от 16.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-16,2000,Toyota Hilux Pick Up,777
641,"Заказ-наряд №: 3739 от 16.03.2022, ТС: Mitsubishi Pajero гос. номер: В127ТУ89",2022-03-16,1000,Mitsubishi Pajero,В127ТУ89
642,"Заказ-наряд №: 3740 от 18.03.2022, ТС: ГАЗ 31105 гос. номер: Е456ХУ72",2022-03-18,2500,ГАЗ 31105,Е456ХУ72
643,"Заказ-наряд №: 3747 от 05.04.2022, ТС: SMART (ХЭТЧБЕК) гос. номер: С116РВ72",2022-04-05,1000,SMART (ХЭТЧБЕК),С116РВ72
644,"Заказ-наряд №: 3749 от 18.03.2022, ТС: Opel Astra гос. номер: У131КУ 72",2022-03-18,2500,Opel Astra,У131КУ 72
645,"Заказ-наряд №: 3751 от 11.03.2022, ТС: BMW 116I гос. номер: М611ТМ86",2022-03-11,2000,BMW 116I,М611ТМ86
646,"Заказ-наряд №: 3772 от 18.03.2022, ТС: LADA GFL 110 VESTA гос. номер: Х268ЕТ797",2022-03-18,2000,LADA GFL 110 VESTA,Х268ЕТ797
647,"Заказ-наряд №: 3776 от 19.03.2022, ТС: Opel Astra гос. номер: У573КТ72",2022-03-19,5500,Opel Astra,У573КТ72
648,"Заказ-наряд №: 3779 от 19.03.2022, ТС: Daewoo Nexia гос. номер: О163ХА72",2022-03-19,1300,Daewoo Nexia,О163ХА72
649,"Заказ-наряд №: 3780 от 19.03.2022, ТС: Kia Rio гос. номер: С979ЕР72",2022-03-19,1000,Kia Rio,С979ЕР72
650,"Заказ-наряд №: 3786 от 20.03.2022, ТС: Honda Civic гос. номер: М166ЕС72",2022-03-20,500,Honda Civic,М166ЕС72
651,"Заказ-наряд №: 3789 от 20.03.2022, ТС: Mercedes-Benz GLK-Class гос. номер:Р525КХ72",2022-03-20,500,Mercedes-Benz GLK-Class,525КХ72
652,"Заказ-наряд №: 3790 от 20.03.2022, ТС: Peugeot 3008 гос. номер: Н393СХ72",2022-03-20,1000,Peugeot 3008,Н393СХ72
653,"Заказ-наряд №: 3799 от 23.03.2022, ТС: Kia Sorento гос. номер: В747УН 86",2022-03-23,2000,Kia Sorento,В747УН 86
654,"Заказ-наряд №: 3804 от 22.03.2022, ТС: Kia Soul гос. номер: С713ТМ72",2022-03-22,4800,Kia Soul,С713ТМ72
655,"Заказ-наряд №: 3808 от 22.03.2022, ТС: Lifan Solan гос. номер: С763РУ72",2022-03-22,1800,Lifan Solan,С763РУ72
656,"Заказ-наряд №: 3809 от 24.03.2022, ТС: ВАЗ Ларгус гос. номер: Т775МО72",2022-03-24,3000,ВАЗ Ларгус,Т775МО72
657,"Заказ-наряд №: 3817 от 24.03.2022, ТС: BMW  3251А гос. номер: Т545ОС72",2022-03-24,1000,BMW  3251А,Т545ОС72
658,"Заказ-наряд №: 3820 от 25.03.2022, ТС: ГАЗ 3302 гос. номер: С666ХС72",2022-03-25,5000,ГАЗ 3302,С666ХС72
659,"Заказ-наряд №: 3821 от 22.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-22,2500,Toyota Hilux Pick Up,777
660,"Заказ-наряд №: 3831 от 23.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-23,1000,Toyota Hilux Pick Up,777
661,"Заказ-наряд №: 3847 от 25.03.2022, ТС: Mercedes-Benz GLE 400 гос. номер:А800РВ72",2022-03-25,500,Mercedes-Benz GLE 400,800РВ72
662,"Заказ-наряд №: 3848 от 24.06.2022, ТС: Nissan Note гос. номер: О122ХА72",2022-06-24,3700,Nissan Note,О122ХА72
663,"Заказ-наряд №: 3849 от 27.03.2022, ТС: Toyota RAV4 гос. номер: А349НХ186",2022-03-27,1000,Toyota RAV4,А349НХ186
664,"Заказ-наряд №: 3854 от 25.03.2022, ТС: Nissan X-Trail гос. номер: ",2022-03-25,1000,Nissan X-Trail,
665,"Заказ-наряд №: 3859 от 25.03.2022, ТС: LADA 111830 Kalina гос. номер: У421МУ72",2022-03-25,1000,LADA 111830 Kalina,У421МУ72
666,"Заказ-наряд №: 3860 от 25.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-25,500,Toyota Hilux Pick Up,777
667,"Заказ-наряд №: 3861 от 25.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-25,800,Toyota Hilux Pick Up,777
668,"Заказ-наряд №: 3862 от 25.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-25,500,Toyota Hilux Pick Up,777
669,"Заказ-наряд №: 3870 от 28.03.2022, ТС: Шкода Октавия гос. номер: Т817ХР72",2022-03-28,1450,Шкода Октавия,Т817ХР72
670,"Заказ-наряд №: 3877 от 27.03.2022, ТС: ВАЗ 21140 гос. номер: Т762ОХ174",2022-03-27,500,ВАЗ 21140,Т762ОХ174
671,"Заказ-наряд №: 3878 от 27.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-27,2000,Toyota Hilux Pick Up,777
672,"Заказ-наряд №: 3879 от 27.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-27,3000,Toyota Hilux Pick Up,777
673,"Заказ-наряд №: 3880 от 27.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-27,500,Toyota Hilux Pick Up,777
674,"Заказ-наряд №: 3883 от 28.03.2022, ТС: Kia Sportage гос. номер: С076АХ186",2022-03-28,1000,Kia Sportage,С076АХ186
675,"Заказ-наряд №: 3884 от 27.03.2022, ТС: ГАЗ 3009А3 гос. номер: С456ОР72",2022-03-27,1000,ГАЗ 3009А3,С456ОР72
676,"Заказ-наряд №: 3886 от 27.03.2022, ТС: Renault Koleos гос. номер: Р803ОТ72",2022-03-27,1500,Renault Koleos,Р803ОТ72
677,"Заказ-наряд №: 3888 от 27.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-27,9700,Toyota Hilux Pick Up,777
678,"Заказ-наряд №: 3896 от 28.03.2022, ТС: Skoda Rapid гос. номер: Е536КТ154",2022-03-28,600,Skoda Rapid,Е536КТ154
679,"Заказ-наряд №: 3899 от 28.03.2022, ТС: LADA Granta гос. номер: Р457МР45",2022-03-28,4000,LADA Granta,Р457МР45
680,"Заказ-наряд №: 3905 от 29.03.2022, ТС: LADA VESTA гос. номер: Т342РХ72",2022-03-29,1000,LADA VESTA,Т342РХ72
681,"Заказ-наряд №: 3908 от 29.03.2022, ТС: LADA VESTA гос. номер: М705ЕН797",2022-03-29,1000,LADA VESTA,М705ЕН797
682,"Заказ-наряд №: 3915 от 29.03.2022, ТС: Nissan Almera гос. номер: Т787ММ72",2022-03-29,1950,Nissan Almera,Т787ММ72
683,"Заказ-наряд №: 3916 от 30.03.2022, ТС: LADA  GRАNТА 219010 гос. номер: Р602РУ72",2022-03-30,5500,LADA  GRАNТА 219010,Р602РУ72
684,"Заказ-наряд №: 3917 от 29.03.2022, ТС: Toyota Highlander гос. номер: С022МН72",2022-03-29,2500,Toyota Highlander,С022МН72
685,"Заказ-наряд №: 3918 от 29.03.2022, ТС: Volkswagen Tiguan гос. номер: Н094ЕУ 72",2022-03-29,1000,Volkswagen Tiguan,Н094ЕУ 72
686,"Заказ-наряд №: 3922 от 29.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-29,3000,Toyota Hilux Pick Up,777
687,"Заказ-наряд №: 3924 от 29.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-29,1000,Toyota Hilux Pick Up,777
688,"Заказ-наряд №: 3928 от 30.03.2022, ТС: LADA VESTA гос. номер: Х276ЕТ797",2022-03-30,150,LADA VESTA,Х276ЕТ797
689,"Заказ-наряд №: 3929 от 30.03.2022, ТС: Toyota Hilux Pick Up гос. номер: 777",2022-03-30,1000,Toyota Hilux Pick Up,777
